ID_Espacio_Verde,Nombre,Nombre_Mapa,Tipo_Espacio,Clasificacion_Original,Acceso,Direccion,Barrio,Comuna,Tiene_Patio_Juegos,Superficie_m2,Perimetro_m,Latitud,Longitud,Latitud_Centroide,Longitud_Centroide,Metodo_Coordenada,Flag_Centroide_Fuera_Geometria,Distancia_Centroide_Pin_m,Flag_Geometria_Reparada,Cantidad_Partes_Geometria,Flag_Revision_Manual,Motivo_Revision,Criterio_Inclusion,CRS_Coordenadas,Fuente_Archivo
1134,Plaza Exodo Jujeño,Pza. Exodo Jujeño,Plaza,PLAZA,No informado,GANDARA - BAUNESS - LIVERPOOL - LONDRES - BARRIO PARQUE CHAS),Parque Chas,15,SI,863.1580546557036,507.8664854192152,-34.5828237521,-58.4810083478,-34.5829036048,-58.4811903949,Punto representativo interno del componente principal,1,18.90,0,14,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1135,Plaza Félix Lima,Pza. Félix Lima,Plaza,PLAZA,No informado,RAMALLO - CUBA - ARIAS - ARCOS,Nuñez,13,SI,4035.873761258991,984.1596168597086,-34.5414939192,-58.4706108115,-34.5413471701,-58.4703383545,Punto representativo interno del componente principal,1,29.84,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1137,Plaza Juan F. Salaberry,Pza. Juan F. Salaberry,Plaza,PLAZA,No informado,"ALBERDI, JUAN B., AV. - CAFAYATE - BRAGADO - RUCCI, JOSE I.",Mataderos,9,SI,3201.128633459288,911.1481408319564,-34.6556419312,-58.5063403089,-34.6556419312,-58.5063403089,Centroide geométrico,0,0.00,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1138,Plaza Alf José M. Sobral,Pza. Alf José M. Sobral,Plaza,PLAZA,No informado,"LAS HERAS, AV. - SCALABRINI ORTIZ, RAUL, AV. - CABELLO - SALGUERO, JERONIMO",Palermo,14,SI,2762.107453938733,774.5150833333669,-34.5815959393,-58.4106324742,-34.5815845225,-58.4103891454,Punto representativo interno del componente principal,1,22.36,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1139,Plaza Antonio Malaver,Pza. Antonio Malaver,Plaza,PLAZA,No informado,MONTENEGRO - ESTOMBA - GIRARDOT - HEREDIA,Villa Ortuzar,15,SI,5589.801728183788,1207.4336235052983,-34.5873922113,-58.4674710805,-34.5877016269,-58.4671847817,Punto representativo interno del componente principal,1,43.21,0,15,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1140,Plaza Dr. Amadeo Sabattini,Pza. Dr. Amadeo Sabattini,Plaza,PLAZA,No informado,"COLPAYO - VALLESE, FELIPE",Caballito,6,SI,2377.0096207452652,929.6704677407049,-34.6121241328,-58.4439137711,-34.6123794214,-58.4436214505,Punto representativo interno del componente principal,1,38.99,0,7,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1142,Plaza Sarmiento,Pza. Sarmiento,Plaza,PLAZA,No informado,TUYUTI - COSQUIN - HUMAITA - EL RASTREADOR,Liniers,9,SI,4321.726337061872,901.1260508927312,-34.6451896495,-58.5234214082,-34.6451896495,-58.5234214082,Centroide geométrico,0,0.00,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1143,Plaza Rosario Vera Peñaloza,Pza. Rosario Vera Peñaloza,Plaza,PLAZA,No informado,"SAN JUAN, AV. - PIEDRAS - CHACABUCO",San Telmo,1,SI,5301.2946839453025,1005.3179269937472,-34.6223285862,-58.3762534020,-34.6224214328,-58.3763053926,Punto representativo interno del componente principal,1,11.35,0,8,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1144,Plaza de los Mataderos,Pza. de los Mataderos,Plaza,PLAZA,No informado,"DE LA TORRE, LISANDRO, AV. - TAPALQUE - GORDILLO, TIMOTEO - BRAGADO",Mataderos,9,SI,6913.816126385518,2027.789144738123,-34.6576714376,-58.5070465801,-34.6577442046,-58.5067594589,Punto representativo interno del componente principal,1,27.53,0,19,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1145,Plaza Ing. Félix Aguilar,Pza. Ing. Félix Aguilar,Plaza,PLAZA,No informado,"ALSINA, VALENTIN, AV. - CAZADORES - LA PAMPA - DRAGONES",Belgrano,13,NO,12825.22924714943,637.5943481735713,-34.5565204080,-58.4395920994,-34.5565204080,-58.4395920994,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1146,San Miguel de Garicoits,Pza. San Miguel de Garicoits,Plaza,PLAZA,No informado,"ARREDONDO, VIRREY - DELGADO - VIRREY LORETO - ALVAREZ THOMAS, AV.",Colegiales,13,SI,4822.180588129936,1078.5972100200313,-34.5776919168,-58.4585508460,-34.5776919168,-58.4585508460,Centroide geométrico,0,0.00,0,9,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1150,Plaza Ramón G. Fernández,Pza. Ramón G. Fernández,Plaza,PLAZA,No informado,"SARMIENTO, AV. - IRAOLA, AV. - DEL LIBERTADOR, AV.",Palermo,14,NO,26280.353107754985,1932.0658901236418,-34.5731855530,-58.4144013619,-34.5731855530,-58.4144013619,Centroide geométrico,0,0.00,0,23,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1151,Plaza Domingo Olivera,Pza. Domingo Olivera,Plaza,PLAZA,No informado,REMEDIOS - MOZART - TANDIL - MORETO,Parque Avellaneda,9,SI,3531.4263388430572,877.1328034761522,-34.6475997434,-58.4836019164,-34.6474753355,-58.4840971945,Punto representativo interno del componente principal,1,47.45,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1153,Plaza de los Colegiales,Pza. de los Colegiales,Plaza,PLAZA,No informado,"MATIENZO, BENJAMIN, TTE. - ZAPIOLA - CONESA - CRAMER",Colegiales,13,SI,5651.428612443908,1458.2956735195523,-34.5772000010,-58.4442722351,-34.5768077125,-58.4440299194,Punto representativo interno del componente principal,1,48.86,0,13,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1154,Plaza Gral. Manuel Belgrano,Pza. Gral. Manuel Belgrano,Plaza,PLAZA,No informado,JURAMENTO - CUBA - ECHEVERRIA - VUELTA DE OBLIGADO,Belgrano,13,NO,4670.627705282186,945.3033623235219,-34.5620519887,-58.4546534478,-34.5616778524,-58.4547742449,Punto representativo interno del componente principal,1,42.95,0,9,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1155,Plaza Sgto. Cabral,Pza. Sgto. Cabral,Plaza,PLAZA,No informado,"MARTINEZ DE HOZ - SUAREZ, JOSE L. - ARCE, MANUEL",Liniers,9,SI,2013.5598148162715,449.8652044684951,-34.6511195277,-58.5275049637,-34.6511123741,-58.5272921966,Punto representativo interno del componente principal,1,19.52,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1157,Plaza Nueva Pompeya,Pza. Nueva Pompeya,Plaza,PLAZA,No informado,"SAENZ, AV. - TRAFUL - OCHOA, ENRIQUE",Nueva Pompeya,4,SI,444.27620022457404,221.32995206219772,-34.6520059937,-58.4157402458,-34.6519694464,-58.4155767749,Punto representativo interno del componente principal,1,15.52,0,8,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1158,Plaza Evita,Pza. Evita,Plaza,PLAZA,No informado,"DEL LIBERTADOR, AV. - AGUERO - PROPIEDAD PARTICULAR - AUSTRIA",Recoleta,2,SI,10487.802813418482,1515.4242573724628,-34.5841146825,-58.3973194520,-34.5838873405,-58.3974791078,Punto representativo interno del componente principal,1,29.16,0,10,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1159,Plaza Ejército de los Andes,Pza. Ejército de los Andes,Plaza,PLAZA,No informado,"RIVADAVIA AV. - CORVALAN - FALCON, RAMON L., CNEL. - ALBARIÑO",Villa Luro,10,SI,5548.473604922462,1281.291938463799,-34.6396314766,-58.5094475627,-34.6394788238,-58.5092626427,Punto representativo interno del componente principal,1,23.96,0,23,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1160,Plaza Mafalda,Pza. Mafalda,Plaza,PLAZA,No informado,"CONDE - DUMONT, SANTOS - ARENAL, CONCEPCION - MARTINEZ, ENRIQUE, GRAL.",Colegiales,13,SI,8199.379299798831,1359.6504614630333,-34.5805601551,-58.4457444541,-34.5807389389,-58.4455295811,Punto representativo interno del componente principal,1,27.96,0,8,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1161,Parque Micaela Bastidas,Pque. Micaela Bastidas,Parque,PARQUE,No informado,"LANTERI, JULIETA - VERA PEÑALOZA, ROSARIO, BOULEVARD - CALABRIA",Puerto Madero,1,NO,55523.76519459333,8194.746003394688,-34.6150330148,-58.3593722701,-34.6150330148,-58.3593722701,Centroide geométrico,0,0.00,0,32,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1162,Plaza Cnel. Ramón L. Falcón - Che Guevara,Pza. Cnel. Ramón L. Falcón - Che Guevara,Plaza,PLAZA,No informado,"FALCON, RAMON L. - BENEDETTI, OSVALDO E., DIP. NAC. - PJE. PARTICULAR",Velez Sarsfield,10,SI,3900.6163447962094,1040.7145282161146,-34.6358416139,-58.4822196198,-34.6358416139,-58.4822196198,Centroide geométrico,0,0.00,0,8,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1163,Plaza San Martín (Anexo),Pza. Lib. Gral. San Martín (Anexo),Plaza,PLAZA,No informado,"SANTA FE, AV. - ARENALES - ESMERALDA",Retiro,1,NO,3546.9742300063426,712.1230659442095,-34.5945657533,-58.3780540315,-34.5945657533,-58.3780540315,Centroide geométrico,0,0.00,0,8,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1164,Plaza José C. Paz,Pza. José C. Paz,Plaza,PLAZA,No informado,"TABORDA, DIOGENES - CORTEJARENA, JOSE A. - PEPIRI - PAZ, JOSE C.",Parque Patricios,4,SI,12176.144669438352,1380.1316619159288,-34.6445319526,-58.4105228251,-34.6445319526,-58.4105228251,Centroide geométrico,0,0.00,1,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1165,Plaza Roberto Arlt,Pza. Roberto Arlt,Plaza,PLAZA,No informado,"ESMERALDA - RIVADAVIA, AV. - PROPIEDAD PARTICULAR",San Nicolas,1,SI,2470.3986747033514,1415.5754044298087,-34.6080312371,-58.3779949348,-34.6078154543,-58.3783082811,Punto representativo interno del componente principal,1,37.40,0,14,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1168,Nstra Sra. de Luján,Pza. Nstra Sra. de Luján,Plaza,PLAZA,No informado,"LUZURIAGA - MANDISOVI - SPIKA, ENRIQUE, GRAL.",Barracas,4,SI,1735.9696906321446,461.9446116696497,-34.6545849655,-58.3874872774,-34.6545849655,-58.3874872774,Centroide geométrico,0,0.00,0,7,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1169,Plaza Mons. Fermín Lafitte,Pza. Mons. Fermín Lafitte,Plaza,PLAZA,No informado,"BERMUDEZ - ARREGUI - ALLENDE - ALMEIRA, HILARIO DE - PROPIEDAD PARTICULAR",Monte Castro,10,SI,6860.536762868389,1598.1719250382325,-34.6186953345,-58.5080394201,-34.6186953345,-58.5080394201,Centroide geométrico,0,0.00,0,14,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1170,Plaza Dr. R. Sáenz Peña,Pza. Dr. R. Sáenz Peña,Plaza,PLAZA,No informado,"JUSTO, JUAN B., AV.- BOYACA, AV.- ESCALADA DE SAN MARTIN, REMEDIOS DE - LAMAS, ANDRES",Villa Gral. Mitre,11,SI,8608.956204145712,1999.3058465959318,-34.6101245117,-58.4678820894,-34.6104028547,-58.4676238599,Punto representativo interno del componente principal,1,38.91,0,20,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1173,San Martín de Tours,Pza. San Martín de Tours,Plaza,PLAZA,No informado,"ALVEAR, AV. - SCHIAFFINO, EDUARDO - POSADAS",Recoleta,2,NO,6248.89811811252,667.5448307602549,-34.5866356391,-58.3895566181,-34.5864816684,-58.3897892716,Punto representativo interno del componente principal,1,27.33,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1174,Plaza Federación de Rusia,Pza. Fed. de Rusia,Plaza,PLAZA,No informado,"DRAGONES - LA PAMPA - ALSINA, VALENTIN, AV. - CASTAÑEDA",Belgrano,13,SI,18682.566956959847,1655.8469456420985,-34.5553953291,-58.4373735098,-34.5553953291,-58.4373735098,Centroide geométrico,0,0.00,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1179,Plaza República del Perú,Pza. Rep. del Perú,Plaza,PLAZA,No informado,"SALGUERO, JERONIMO - CORONADO, MARTIN - FIGUEROA ALCORTA, PRES., AV.",Palermo,14,NO,4721.781134430525,763.1692496852897,-34.5765673758,-58.4039802037,-34.5765673758,-58.4039802037,Centroide geométrico,0,0.00,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1181,Plaza República Oriental del Uruguay,Pza. Rep. Oriental del Uruguay,Plaza,PLAZA,No informado,"DEL LIBERTADOR, AV.- TAGLE - FIGUEROA ALCORTA, PRES., AV. - AUSTRIA",Recoleta,2,NO,29689.638802659163,3139.8089457980473,-34.5821812482,-58.3969290927,-34.5819749265,-58.3976844433,Punto representativo interno del componente principal,1,72.97,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1183,Plaza Grand Bourg,Pza. Grand Bourg,Plaza,PLAZA,No informado,"CASTILLA, RAMON, MCAL. - ELIZALDE, RUFINO DE - AGUADO, ALEJANDRO M. DE",Palermo,14,NO,1283.7489120738626,432.38045418985035,-34.5804407591,-58.4015445524,-34.5804407591,-58.4015445524,Centroide geométrico,0,0.00,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1185,Plaza Jorge L. Borges,Pza. Jorge L. Borges,Plaza,PLAZA,No informado,LAS HERAS Y AUSTRIA,Recoleta,2,NO,1309.80749610796,589.9846652738199,-34.5848860459,-58.3991681577,-34.5849265397,-58.3992802380,Punto representativo interno del componente principal,1,11.22,0,9,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1186,Plaza Salvador M. del Carril,Pza. Salvador M. del Carril,Plaza,PLAZA,No informado,"GILARDI, GILARDO - RAMOS MEJIA, JOSE M., DR., AV.- MARTINEZ ZUVIRIA, GUSTAVO, DR. - SAN MARTIN",Retiro,1,NO,3712.047497213128,987.3369757733249,-34.5910556197,-58.3725707489,-34.5909541537,-58.3725639983,Punto representativo interno del componente principal,1,11.27,0,12,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1187,Plaza Miguel Unamuno,Pza. Miguel Unamuno,Plaza,PLAZA,No informado,"MORRIS, WILLIAM C. - PONCE, ANIBAL - UNAMUNO, MIGUEL DE - CONI, EMILIO R., DR.",Barracas,4,SI,1331.117369560437,399.0671878147752,-34.6533725962,-58.3931393255,-34.6533725962,-58.3931393255,Centroide geométrico,0,0.00,0,12,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1188,Plaza Ciudad de Banff,Pza. Ciudad de Banff,Plaza,PLAZA,No informado,LISBOA - REPUBLICA DE CROACIA - ROMA - ARREGUI,Versalles,10,SI,11202.675513909871,2222.198428845492,-34.6288902411,-58.5207581274,-34.6285215795,-58.5209000362,Punto representativo interno del componente principal,1,42.91,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1193,Hipólito Bouchard,Pza. Hipólito Bouchard,Plaza,PLAZA,No informado,"ROSALES, AV. - MADERO, EDUARDO, AV. - SARMIENTO - PERON, JUAN D., TTE. GRAL.",San Nicolas,1,NO,4146.459430499217,692.618562850522,-34.6045977993,-58.3684244837,-34.6045977993,-58.3684244837,Centroide geométrico,0,0.00,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1194,Helen Keller,Pza. Helen Keller,Plaza,PLAZA,No informado,"GRAMAJO GUTIERREZ, ALFREDO - CACHI - LYNCH - EINSTEIN, ALBERTO",Nueva Pompeya,4,NO,1120.5021074939464,311.04244759128306,-34.6520868926,-58.4117970150,-34.6520868926,-58.4117970150,Centroide geométrico,0,0.00,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1197,Paseo de la Chacarita de los Colegiales,Paseo de la Chacarita de los Colegiales,Jardín o paseo verde,JARDÍN,No informado,"NEWBERY, JORGE, AV. E/ GUZMAN, AV. Y WARNES, AV.",Chacarita,15,NO,10432.140231152329,1438.8291530901788,-34.5921558577,-58.4547748136,-34.5921558577,-58.4547748136,Centroide geométrico,0,0.00,0,4,0,No aplica,"Jardín identificado con superficie >= 5,000 m² o patio de juegos",EPSG:4326,espacio_verde_publico.csv
1205,Plaza de los Virreyes - Tupac Amarú,Pza. de los Virreyes - Tupac Amarú,Plaza,PLAZA,No informado,"LAFUENTE - PERON, EVA, AV.",Flores,7,NO,7936.383888266251,1698.9612875566406,-34.6434872723,-58.4618974839,-34.6434872723,-58.4618974839,Centroide geométrico,0,0.00,0,14,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1214,Plaza Pakistan,Pza. Pakistan,Plaza,PLAZA,No informado,"DORREGO, AV. - FIGUEROA ALCORTA, PRES., AV.- MENDEZ, AGUSTIN - CALLE DE ACCESO AL HIPODROMO",Palermo,14,NO,30994.345416835014,1881.9046559036017,-34.5642358277,-58.4234856088,-34.5642358277,-58.4234856088,Centroide geométrico,0,0.00,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1215,Plaza Luis F. Leloir,Pza. Luis F. Leloir,Plaza,PLAZA,No informado,"GUIDO - PROPIEDAD PARTICULAR - GELLY Y OBES, GRAL. - ARJONILLA - AGUERO",Recoleta,2,NO,2529.4695923550976,535.9820362520984,-34.5845549184,-58.3971988873,-34.5845608697,-58.3970378418,Punto representativo interno del componente principal,1,14.79,0,7,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1219,Plaza Cmte. A. Guacurari Artigas,Pza. Cmte. A. Guacurari Artigas,Plaza,PLAZA,No informado,"DEL LIBERTADOR, AV. - ISABEL, INFANTA, AV. - FREYRE, MARCELINO, CNEL., AV. - VIAS DEL FCGSM",Palermo,14,NO,5254.589206888509,695.5311612023118,-34.5706250064,-58.4214456267,-34.5706250064,-58.4214456267,Centroide geométrico,0,0.00,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1228,Plaza República de Honduras,Pza. Rep. de Honduras,Plaza,PLAZA,No informado,"FIGUEROA ALCORTA, PRES., AV. - MONROE, AV.- RAMSAY",Belgrano,13,NO,1971.868605426922,304.39813089304766,-34.5479554804,-58.4428236427,-34.5479186604,-58.4430909266,Punto representativo interno del componente principal,1,24.87,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1234,Estado del Vaticano,Pza. Estado del Vaticano,Plaza,PLAZA,No informado,"VIAMONTE - LIBERTAD - TOSCANINI, ARTURO - CERRITO",San Nicolas,1,NO,324.6679263632259,297.08964906725384,-34.6006534868,-58.3835898382,-34.6006055074,-58.3834970897,Punto representativo interno del componente principal,1,10.03,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1244,Plaza del Correo,Pza. del Correo,Plaza,PLAZA,No informado,"SARMIENTO - ROSALES - PERON, JUAN D., TTE. GRAL. - ALEM, LEANDRO N., AV.",San Nicolas,1,NO,1984.633783269659,473.2991878965176,-34.6048999465,-58.3689579471,-34.6049255936,-58.3693027400,Punto representativo interno del componente principal,1,31.75,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1245,Plaza Ramón J. Carcano,Pza. Ramón J. Carcano,Plaza,PLAZA,No informado,"QUINTANA, MANUEL, PRES., AV. - ORTIZ, ROBERTO M., PRES., AV. - ALVEAR, AV. - HAEDO, EDUARDO V., PRES.",Recoleta,2,NO,1727.9454634911085,286.8906423139332,-34.5872079984,-58.3905059272,-34.5872079984,-58.3905059272,Centroide geométrico,0,0.00,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1247,Plaza de las Naciones Unidas,Pza. de las Naciones Unidas,Plaza,PLAZA,No informado,"FIGUEROA ALCORTA, PRES., AV. - LIBRES DEL SUR, AV. - AGOTE, LUIS, DR. (TRAZA) - VIAS DEL FCGB",Recoleta,2,NO,43853.0794737455,3143.989170739311,-34.5814245235,-58.3936447909,-34.5814245235,-58.3936447909,Centroide geométrico,0,0.00,0,9,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1253,Herminio Masantonio,Pza. Herminio Masantonio,Plaza,PLAZA,No informado,"ZAVALETA, AV. - ALCORTA AMACIO, AV. - VIAS DEL FCGB",Parque Patricios,4,SI,2752.9184980147197,633.9117270899584,-34.6466091641,-58.4019953499,-34.6466091641,-58.4019953499,Centroide geométrico,0,0.00,1,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1266,Plaza Armenia,Pza. Armenia,Plaza,PLAZA,No informado,"ALCORTA FIGUEROA, PRES., AV. - BUNGE, INT. - BELLO, ANDRES - TORNQUIST, ERNESTO, AV.",Palermo,14,NO,68679.61860466808,2390.265808786391,-34.5560963096,-58.4325787908,-34.5560963096,-58.4325787908,Centroide geométrico,0,0.00,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1274,Reserva Ecológica,Reserva Ecológica,Reserva ecológica,PARQUE SEMIPÚBLICO,Semipúblico según clasificación original,"NOEL, CARLOS M., INT., AV. - RIO DE LA PLATA - MALECON (N) - EX-CIUDAD DEPORTIVA BOCA",Puerto Madero,1,NO,2325105.316211709,39732.43710614328,-34.6065539450,-58.3508655645,-34.6065539450,-58.3508655645,Centroide geométrico,0,0.00,0,34,1,La fuente clasifica el acceso como semipúblico,Reserva ecológica; acceso semipúblico conservado explícitamente,EPSG:4326,espacio_verde_publico.csv
1275,Parque España,Pque. España,Parque,PARQUE,No informado,"ALCORTA, AMANCIO, AV. - CASEROS, AV. - BAIGORRI - SAN LUCAR DE BARRAMEDA",Barracas,4,SI,42333.33088245332,4034.3214403171996,-34.6338814849,-58.3852960792,-34.6338814849,-58.3852960792,Centroide geométrico,0,0.00,0,24,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1276,Plaza Bruno Giordano,Pza. Bruno Giordano,Plaza,PLAZA,No informado,GIORDANO BRUNO - PARRAL - NEUQUÉN - PROLONGACION DE BACACAY Y VIAS FCDFS,Caballito,6,SI,8641.768022085153,1853.3977997713057,-34.6173020289,-58.4410961749,-34.6173020289,-58.4410961749,Centroide geométrico,0,0.00,0,9,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1278,Plaza Gendarmería Nacional,Pza. Gendarmería Nacional,Plaza,PLAZA,No informado,"DON PEDRO DE MENDOZA, Av. - CRUZ, OSVALDO, Av.",Barracas,4,NO,2367.517401057868,698.1122452290683,-34.6507484271,-58.3690708494,-34.6511475140,-58.3696623589,Punto representativo interno del componente principal,1,69.99,0,8,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1279,Plaza Campaña del Chaco,Pza. Campaña del Chaco,Plaza,PLAZA,No informado,"PADRE MIGONE, M. L. - ACHAVAL RODRIGUEZ, TRISTAN, DR., AV. - BRASIL, AV. - CALABRIA",Puerto Madero,1,NO,9343.905030684287,1415.394456985166,-34.6181433930,-58.3572493613,-34.6180388454,-58.3572950404,Punto representativo interno del componente principal,1,12.33,0,7,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1280,Plaza República Islámica de Irán,Pza. Rep. Islámica de Irán,Plaza,PLAZA,No informado,"FIGUEROA ALCORTA, PRES., AV. - SARMIENTO, AV.- BERRO, ADOLFO - CASARES, AV.",Palermo,14,NO,14708.802515240966,2102.930292439867,-34.5734821707,-58.4096627963,-34.5734821707,-58.4096627963,Centroide geométrico,0,0.00,0,9,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1281,Plaza Juan F. Quiroga,Pza. Juan F. Quiroga,Plaza,PLAZA,No informado,"ISABEL, INFANTA, AV. - FREYRE, MARCELINO E., CNEL., AV. - VIAS DEL FCGSM - FIGUEROA ALCORTA, PRES., AV. - SARMIENTO, AV. - IRAOLA, AV.",Palermo,14,NO,60890.16284874638,3915.5989359077353,-34.5697360667,-58.4159890716,-34.5697360667,-58.4159890716,Centroide geométrico,0,0.00,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1283,Plaza Martín de Alzaga,Pza. Martín de Alzaga,Plaza,PLAZA,No informado,"KENNEDY, JOHN F. - CERVIÑO - COLOMBIA, AV.",Palermo,14,SI,5005.46280744075,1031.0135015849157,-34.5755381203,-58.4190237250,-34.5755381203,-58.4190237250,Centroide geométrico,0,0.00,0,7,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1284,Mujeres Argentinas,Pque. Mujeres Argentinas,Parque,PARQUE,No informado,"DE LOS ITALIANOS, AV - MANSO, JUANA - SµENZ, MANUELA - LYNCH, MARTA",Puerto Madero,1,NO,67694.99290683697,6471.475165669304,-34.6080613284,-58.3610107407,-34.6081140655,-58.3614413039,Punto representativo interno del componente principal,1,39.91,0,20,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
